会社名,路線系統,所属基地,形式,番台,編成名,号車,略号,車両番号,車両ID,始,終,見出しアイコン,車体アイコン,左パンタ,右パンタ,左台車,右台車,左方向,右方向,ATACS-ID,見出し特記事項,編成情報(選択),編成情報(記述),車両情報(選択),車両情報(記述),集電装置,主電動機,制御装置,補助電源装置,空気圧縮機,動力台車,付随台車
JR東日本,常磐線系統,勝田車両センター,E501,,K702,7,,モハE500-5,e501-17,2015/10/29,,e501,e501-2,,,m,m,土浦,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K702,8,,モハE501-5,e501-18,2015/10/29,,e501,e501-2,,＜,m,m,土浦,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K702,9,,サハE501-6,e501-19,2015/10/29,,e501,e501-2,,,t,t,土浦,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K702,10,,クハE501-2,e501-20,2015/10/29,,e501,e501-3,,,t,t,土浦,いわき,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K703,1,,クハE500-1003,e501-21,2015/12/24,,e501,e501-1,,,t,t,土浦,いわき,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K703,2,,モハE500-9,e501-22,2015/12/24,,e501,e501-2,,,m,m,土浦,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K703,3,,モハE501-9,e501-23,2015/12/24,,e501,e501-2,,＜,m,m,土浦,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K703,4,,サハE501-12,e501-24,2015/12/24,,e501,e501-2,,,t,t,土浦,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K703,5,,サハE501-11,e501-25,2015/12/24,,e501,e501-2,,,t,t,土浦,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K703,6,,サハE500-3,e501-26,2015/12/24,,e501,e501-2,,,t,t,土浦,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K703,7,,モハE500-8,e501-27,2015/12/24,,e501,e501-2,,,m,m,土浦,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K703,8,,モハE501-8,e501-28,2015/12/24,,e501,e501-2,,＜,m,m,土浦,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K703,9,,サハE501-10,e501-29,2015/12/24,,e501,e501-2,,,t,t,土浦,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K703,10,,クハE501-3,e501-30,2015/12/24,,e501,e501-3,,,t,t,土浦,いわき,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K704,1,,クハE500-1004,e501-31,2015/2/13,,e501,e501-1,,,t,t,土浦,いわき,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K704,2,,モハE500-12,e501-32,2015/2/13,,e501,e501-2,,,m,m,土浦,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K704,3,,モハE501-12,e501-33,2015/2/13,,e501,e501-2,,＜,m,m,土浦,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K704,4,,サハE501-16,e501-34,2015/2/13,,e501,e501-2,,,t,t,土浦,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K704,5,,サハE501-15,e501-35,2015/2/13,,e501,e501-2,,,t,t,土浦,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K704,6,,サハE500-4,e501-36,2015/2/13,,e501,e501-2,,,t,t,土浦,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K704,7,,モハE500-11,e501-37,2015/2/13,,e501,e501-2,,,m,m,土浦,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K704,8,,モハE501-11,e501-38,2015/2/13,,e501,e501-2,,＜,m,m,土浦,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K704,9,,サハE501-14,e501-39,2015/2/13,,e501,e501-2,,,t,t,土浦,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K704,10,,クハE501-4,e501-40,2015/2/13,,e501,e501-3,,,t,t,土浦,いわき,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K751,1,,クハE500-1,e501-41,2014/12/25,2024/8/1,e501,e501-1,,,t,t,土浦・小山,いわき,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K751,2,,モハE500-1,e501-42,2014/12/25,2024/8/1,e501,e501-2,,,m,m,土浦・小山,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K751,3,,モハE501-1,e501-43,2014/12/25,2024/8/1,e501,e501-2,,＜,m,m,土浦・小山,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K751,4,,サハE501-1,e501-44,2014/12/25,2024/8/1,e501,e501-2,,,t,t,土浦・小山,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K751,5,,クハE501-1001,e501-45,2014/12/25,2024/8/1,e501,e501-3,,,t,t,土浦・小山,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K752,1,,クハE500-2,e501-46,2014/12/27,2025/9/12,e501,e501-1,,,t,t,土浦・小山,いわき,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K752,2,,モハE500-4,e501-47,2014/12/27,2025/9/12,e501,e501-2,,,m,m,土浦・小山,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K752,3,,モハE501-4,e501-48,2014/12/27,2025/9/12,e501,e501-2,,＜,m,m,土浦・小山,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K752,4,,サハE501-5,e501-49,2014/12/27,2025/9/12,e501,e501-2,,,t,t,土浦・小山,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K752,5,,クハE501-1002,e501-50,2014/12/27,2025/9/12,e501,e501-3,,,t,t,土浦・小山,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K753,1,,クハE500-3,e501-51,2014/12/5,2025/9/12,e501,e501-1,,,t,t,土浦・小山,いわき,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K753,2,,モハE500-7,e501-52,2014/12/5,2025/9/12,e501,e501-2,,,m,m,土浦・小山,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K753,3,,モハE501-7,e501-53,2014/12/5,2025/9/12,e501,e501-2,,＜,m,m,土浦・小山,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K753,4,,サハE501-9,e501-54,2014/12/5,2025/9/12,e501,e501-2,,,t,t,土浦・小山,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K753,5,,クハE501-1003,e501-55,2014/12/5,2025/9/12,e501,e501-3,,,t,t,土浦・小山,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K754,1,,クハE500-4,e501-56,2014/12/24,2023/10/26,e501,e501-1,,,t,t,土浦・小山,いわき,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K754,2,,モハE500-10,e501-57,2014/12/24,2023/10/26,e501,e501-2,,,m,m,土浦・小山,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K754,3,,モハE501-10,e501-58,2014/12/24,2023/10/26,e501,e501-2,,＜,m,m,土浦・小山,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K754,4,,サハE501-13,e501-59,2014/12/24,2023/10/26,e501,e501-2,,,t,t,土浦・小山,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K754,5,,クハE501-1004,e501-60,2014/12/24,2023/10/26,e501,e501-3,,,t,t,土浦・小山,いわき,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K754,1,,クハE500-4,e501-56,2023/10/26,,e501,sakigake-1,,,t,t,土浦・小山,原ノ町,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K754,2,,モハE500-10,e501-57,2023/10/26,,e501,sakigake-2,,,m,m,土浦・小山,原ノ町,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K754,3,,モハE501-10,e501-58,2023/10/26,,e501,sakigake-2,,＜,m,m,土浦・小山,原ノ町,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K754,4,,サハE501-13,e501-59,2023/10/26,,e501,sakigake-2,,,t,t,土浦・小山,原ノ町,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E501,,K754,5,,クハE501-1004,e501-60,2023/10/26,,e501,sakigake-3,,,t,t,土浦・小山,原ノ町,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K1,1,,クハE656-1,e657-001,2011/03/10,,e657,e657-1,,,t,t,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K1,2,,モハE657-201,e657-002,2011/03/10,,e657,e657-2,,＜,m,m,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K1,3,,モハE656-201,e657-003,2011/03/10,,e657,e657-2,,,m,m,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K1,4,,サハE657-1,e657-004,2011/03/10,,e657,e657-2,,,t,t,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K1,5,,サロE657-1,e657-005,2011/03/10,,e657,e657-2,,,t,t,品川,仙台,,,,,"gc,wc,wh",,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K1,6,,モハE657-101,e657-006,2011/05/23,,e657,e657-2,,＜,m,m,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K1,7,,モハE656-101,e657-007,2011/05/23,,e657,e657-2,,,m,m,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K1,8,,モハE657-1,e657-008,2011/05/23,,e657,e657-2,,＜,m,m,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K1,9,,モハE656-1,e657-009,2011/05/23,,e657,e657-2,,,m,m,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K1,10,,クハE657-1,e657-010,2011/05/23,,e657,e657-3,,,t,t,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K2,1,,クハE656-2,e657-011,2011/10/13,,e657,e657-1,,,t,t,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K2,2,,モハE657-202,e657-012,2011/10/13,,e657,e657-2,,＜,m,m,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K2,3,,モハE656-202,e657-013,2011/10/13,,e657,e657-2,,,m,m,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K2,4,,サハE657-2,e657-014,2011/10/13,,e657,e657-2,,,t,t,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K2,5,,サロE657-2,e657-015,2011/10/13,,e657,e657-2,,,t,t,品川,仙台,,,,,"gc,wc,wh",,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K2,6,,モハE657-102,e657-016,2011/10/02,,e657,e657-2,,＜,m,m,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K2,7,,モハE656-102,e657-017,2011/10/02,,e657,e657-2,,,m,m,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K2,8,,モハE657-2,e657-018,2011/10/02,,e657,e657-2,,＜,m,m,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K2,9,,モハE656-2,e657-019,2011/10/02,,e657,e657-2,,,m,m,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K2,10,,クハE657-2,e657-020,2011/10/02,,e657,e657-3,,,t,t,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K3,1,,クハE656-3,e657-021,2011/11/15,,e657,e657-1,,,t,t,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K3,2,,モハE657-203,e657-022,2011/11/15,,e657,e657-2,,＜,m,m,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K3,3,,モハE656-203,e657-023,2011/11/15,,e657,e657-2,,,m,m,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K3,4,,サハE657-3,e657-024,2011/11/15,,e657,e657-2,,,t,t,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K3,5,,サロE657-3,e657-025,2011/11/15,,e657,e657-2,,,t,t,品川,仙台,,,,,"gc,wc,wh",,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K3,6,,モハE657-103,e657-026,2011/11/15,,e657,e657-2,,＜,m,m,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K3,7,,モハE656-103,e657-027,2011/11/15,,e657,e657-2,,,m,m,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K3,8,,モハE657-3,e657-028,2011/11/15,,e657,e657-2,,＜,m,m,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K3,9,,モハE656-3,e657-029,2011/11/15,,e657,e657-2,,,m,m,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K3,10,,クハE657-3,e657-030,2011/11/15,,e657,e657-3,,,t,t,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K4,1,,クハE656-4,e657-031,2011/12/19,,e657,e657-1,,,t,t,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K4,2,,モハE657-204,e657-032,2011/12/19,,e657,e657-2,,＜,m,m,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K4,3,,モハE656-204,e657-033,2011/12/19,,e657,e657-2,,,m,m,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K4,4,,サハE657-4,e657-034,2011/12/19,,e657,e657-2,,,t,t,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K4,5,,サロE657-4,e657-035,2011/12/19,,e657,e657-2,,,t,t,品川,仙台,,,,,"gc,wc,wh",,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K4,6,,モハE657-104,e657-036,2011/12/19,,e657,e657-2,,＜,m,m,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K4,7,,モハE656-104,e657-037,2011/12/19,,e657,e657-2,,,m,m,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K4,8,,モハE657-4,e657-038,2011/12/19,,e657,e657-2,,＜,m,m,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K4,9,,モハE656-4,e657-039,2011/12/19,,e657,e657-2,,,m,m,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K4,10,,クハE657-4,e657-040,2011/12/19,,e657,e657-3,,,t,t,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K5,1,,クハE656-5,e657-041,2012/01/16,,e657,e657-1,,,t,t,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K5,2,,モハE657-205,e657-042,2012/01/16,,e657,e657-2,,＜,m,m,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K5,3,,モハE656-205,e657-043,2012/01/16,,e657,e657-2,,,m,m,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K5,4,,サハE657-5,e657-044,2012/01/16,,e657,e657-2,,,t,t,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K5,5,,サロE657-5,e657-045,2012/01/16,,e657,e657-2,,,t,t,品川,仙台,,,,,"gc,wc,wh",,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K5,6,,モハE657-105,e657-046,2012/01/16,,e657,e657-2,,＜,m,m,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K5,7,,モハE656-105,e657-047,2012/01/16,,e657,e657-2,,,m,m,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K5,8,,モハE657-5,e657-048,2012/01/16,,e657,e657-2,,＜,m,m,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K5,9,,モハE656-5,e657-049,2012/01/16,,e657,e657-2,,,m,m,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K5,10,,クハE657-5,e657-050,2012/01/16,,e657,e657-3,,,t,t,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K6,1,,クハE656-6,e657-051,2012/01/23,,e657,e657-1,,,t,t,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K6,2,,モハE657-206,e657-052,2012/01/23,,e657,e657-2,,＜,m,m,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K6,3,,モハE656-206,e657-053,2012/01/23,,e657,e657-2,,,m,m,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K6,4,,サハE657-6,e657-054,2012/01/23,,e657,e657-2,,,t,t,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K6,5,,サロE657-6,e657-055,2012/01/23,,e657,e657-2,,,t,t,品川,仙台,,,,,"gc,wc,wh",,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K6,6,,モハE657-106,e657-056,2012/01/23,,e657,e657-2,,＜,m,m,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K6,7,,モハE656-106,e657-057,2012/01/23,,e657,e657-2,,,m,m,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K6,8,,モハE657-6,e657-058,2012/01/23,,e657,e657-2,,＜,m,m,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K6,9,,モハE656-6,e657-059,2012/01/23,,e657,e657-2,,,m,m,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K6,10,,クハE657-6,e657-060,2012/01/23,,e657,e657-3,,,t,t,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K7,1,,クハE656-7,e657-061,2012/03/30,,e657,e657-1,,,t,t,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K7,2,,モハE657-207,e657-062,2012/03/30,,e657,e657-2,,＜,m,m,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K7,3,,モハE656-207,e657-063,2012/03/30,,e657,e657-2,,,m,m,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K7,4,,サハE657-7,e657-064,2012/03/30,,e657,e657-2,,,t,t,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K7,5,,サロE657-7,e657-065,2012/03/30,,e657,e657-2,,,t,t,品川,仙台,,,,,"gc,wc,wh",,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K7,6,,モハE657-107,e657-066,2012/03/30,,e657,e657-2,,＜,m,m,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K7,7,,モハE656-107,e657-067,2012/03/30,,e657,e657-2,,,m,m,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K7,8,,モハE657-7,e657-068,2012/03/30,,e657,e657-2,,＜,m,m,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K7,9,,モハE656-7,e657-069,2012/03/30,,e657,e657-2,,,m,m,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K7,10,,クハE657-7,e657-070,2012/03/30,,e657,e657-3,,,t,t,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K8,1,,クハE656-8,e657-071,2012/02/20,,e657,e657-1,,,t,t,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K8,2,,モハE657-208,e657-072,2012/02/20,,e657,e657-2,,＜,m,m,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K8,3,,モハE656-208,e657-073,2012/02/20,,e657,e657-2,,,m,m,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K8,4,,サハE657-8,e657-074,2012/02/20,,e657,e657-2,,,t,t,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K8,5,,サロE657-8,e657-075,2012/02/20,,e657,e657-2,,,t,t,品川,仙台,,,,,"gc,wc,wh",,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K8,6,,モハE657-108,e657-076,2012/02/20,,e657,e657-2,,＜,m,m,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K8,7,,モハE656-108,e657-077,2012/02/20,,e657,e657-2,,,m,m,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K8,8,,モハE657-8,e657-078,2012/02/20,,e657,e657-2,,＜,m,m,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K8,9,,モハE656-8,e657-079,2012/02/20,,e657,e657-2,,,m,m,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K8,10,,クハE657-8,e657-080,2012/02/20,,e657,e657-3,,,t,t,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K9,1,,クハE656-9,e657-081,2012/08/22,,e657,e657-1,,,t,t,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K9,2,,モハE657-209,e657-082,2012/08/22,,e657,e657-2,,＜,m,m,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K9,3,,モハE656-209,e657-083,2012/08/22,,e657,e657-2,,,m,m,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K9,4,,サハE657-9,e657-084,2012/08/22,,e657,e657-2,,,t,t,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K9,5,,サロE657-9,e657-085,2012/08/22,,e657,e657-2,,,t,t,品川,仙台,,,,,"gc,wc,wh",,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K9,6,,モハE657-109,e657-086,2012/08/22,,e657,e657-2,,＜,m,m,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K9,7,,モハE656-109,e657-087,2012/08/22,,e657,e657-2,,,m,m,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K9,8,,モハE657-9,e657-088,2012/08/22,,e657,e657-2,,＜,m,m,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K9,9,,モハE656-9,e657-089,2012/08/22,,e657,e657-2,,,m,m,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K9,10,,クハE657-9,e657-090,2012/08/22,,e657,e657-3,,,t,t,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K10,1,,クハE656-10,e657-091,2012/09/19,,e657,e657-1,,,t,t,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K10,2,,モハE657-210,e657-092,2012/09/19,,e657,e657-2,,＜,m,m,品川,仙台,,,,,,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K10,3,,モハE656-210,e657-093,2012/09/19,,e657,e657-2,,,m,m,品川,仙台,,,,,wc,,,,,,,,
JR東日本,常磐線系統,勝田車両センター,E657,,K10,4,,サハE657-10,e657-094,2012/09/19,,e657,e657-2,,,t,t,品川,仙台,,,,,,,,,,,,,
